Artist;Genre
Bon Scott;Hard Rock
Bonfire;Hard Rock
Bonham;Hard Rock
Brad Gillis;Hard Rock
Brazen Abbot;Hard Rock
Bret Michaels;Hard Rock
Brian Johnson & Geordie;Hard Rock
Brides Of Destruction;Hard Rock
Britny Fox;Hard Rock
Britton;Hard Rock
Broken Teeth;Hard Rock
Brother Cane;Hard Rock
Bruce Kulick;Hard Rock
Budgie;Hard Rock
BulletBoys;Hard Rock
Bulletboys;Hard Rock
BulletBoys;Hard Rock
Buzz Osborne;Hard Rock
C4 (Michael Angelo Batio);Hard Rock
Cherie Currie;Hard Rock
Chickenfoot;Hard Rock
Chris Goss;Hard Rock
Christina Kartsonakis;Hard Rock
Cinderella;Hard Rock
CKY;Hard Rock
Contraband;Hard Rock
Corey Craven;Hard Rock
Corrosion of Conformity;Hard Rock
Coven, Pitrelli, O'Reilly;Hard Rock
Crystal Rain;Hard Rock
Cybernauts;Hard Rock
Damn Yankees;Hard Rock
Danger Danger;Hard Rock
Dangerous Toys;Hard Rock
Dave Meniketti (Y&T);Hard Rock
David Lee Roth;Hard Rock
David Victor;Hard Rock
Def Leppard;Hard Rock
Derek Davis;Hard Rock
Dirty Looks;Hard Rock
Dirty Rhythm;Hard Rock
Dokken;Hard Rock
Don Dokken;Hard Rock
Doug Aldrich;Hard Rock
Dragonslayer;Hard Rock
Dropkick Murphys;Hard Rock
Duff McKagan;Hard Rock
Dweezil Zappa;Hard Rock
Earl Slick;Hard Rock
Electric Boys;Hard Rock
Enuff Z'Nuff;Hard Rock
Enuff Z'nuff;Hard Rock
Enuff Z'Nuff;Hard Rock
Eric Cartman;Hard Rock
Eric Martin;Hard Rock
Eternya;Hard Rock
Europe;Hard Rock
Every Mother's Nightmare;Hard Rock
Extreme;Hard Rock
Eyes;Hard Rock
Faced Like A Crow;Hard Rock
Fall Out Boy;Hard Rock
Faster Pussycat;Hard Rock
Fatal Smile;Hard Rock
Finch;Hard Rock
Fiona;Hard Rock
Firehouse;Hard Rock
Foever Say Die!;Hard Rock
Framing Hanley;Hard Rock
Fred Coury;Hard Rock
Fu Manchu;Hard Rock
Fudge Tunnel;Hard Rock
Gary Jules;Hard Rock
Gene Simmons;Hard Rock
Genitorturers;Hard Rock
George Lynch;Hard Rock
Giant;Hard Rock
Gilby Clarke;Hard Rock
Girlschool;Hard Rock
Glenn Hughes;Hard Rock
Golden Earring;Hard Rock
Goldfinger;Hard Rock
Great White;Hard Rock
Grey DeLisle;Hard Rock
Guns N' Roses;Hard Rock
Gunzoo;Hard Rock
H.E.A.T;Hard Rock
Halestorm;Hard Rock
Hanoi Rocks;Hard Rock
Hardline;Hard Rock
He Is Legend;Hard Rock
Heart;Hard Rock
Heavens Edge;Hard Rock
Hericane Alice;Hard Rock
Herman Rarebell & Friends;Hard Rock
Hollywood Rose;Hard Rock
Honeymoon Suite;Hard Rock
Hugo;Hard Rock
Hurricane;Hard Rock
I Set My Friends On Fire;Hard Rock
Ian Gillan;Hard Rock
In Fear And Faith;Hard Rock
Jack Blades;Hard Rock
Jack Russell;Hard Rock
Jackyl;Hard Rock
Jake E. Lee;Hard Rock
Jani Lane;Hard Rock
Jason Mraz;Hard Rock
Jason Scheff;Hard Rock
Jeff Beck All Stars;Hard Rock
Jeff Pilson;Hard Rock
Jesse Strange;Hard Rock
Jetboy;Hard Rock
Jimmy Crespo;Hard Rock
Jimmy Page;Hard Rock
Jimmy Page & Eric Clapton;Hard Rock
Jizzy Pearl;Hard Rock
Joan Jett And The Blackhearts;Hard Rock
Joe Elliott;Hard Rock
Joey C. Jones And The Glory Hounds;Hard Rock
John Corabi;Hard Rock
John Norum;Hard Rock
John West;Hard Rock
Johnny Ramone;Hard Rock
Kelly Hansen;Hard Rock
Kevin DuBrow;Hard Rock
Killer Dwarfs;Hard Rock
Kingdom Come;Hard Rock
Kip Winger;Hard Rock
KISS;Hard Rock
Kix;Hard Rock
Kory Clarke;Hard Rock
Krokus;Hard Rock
L.A. Guns;Hard Rock
Leatherwolf;Hard Rock
Lee Ving;Hard Rock
Liberty N' Justice;Hard Rock
Lisa Loeb;Hard Rock
Lita Ford;Hard Rock
Living Colour;Hard Rock
Load Point Pull;Hard Rock
Loverboy;Hard Rock
Lynch Mob;Hard Rock
Lynch/Pilson;Hard Rock
Mardo;Hard Rock
Marie Digby;Hard Rock
Mark Slaughter;Hard Rock
Matthew Sweet;Hard Rock
McAuley-Schenker Group;Hard Rock
McQueen Street;Hard Rock
Metal Skool;Hard Rock
Michael Schenker;Hard Rock
Mick Mars;Hard Rock
Mike Tramp;Hard Rock
Mitch Malloy;Hard Rock
Monster Magnet;Hard Rock
Morning Wood;Hard Rock
Motherlode;Hard Rock
Mötley Crüe;Hard Rock
Mr. Big;Hard Rock
Muddy Waters;Hard Rock
Neil Zaza;Hard Rock
Nelson;Hard Rock
Neurotica;Hard Rock
New Found Glory;Hard Rock
Night Ranger;Hard Rock
Operation: Mindcrime;Hard Rock
Operator;Hard Rock
Pat Travers;Hard Rock
Paul Gilbert;Hard Rock
Paul Shortino;Hard Rock
Phil Campbell;Hard Rock
Phil Lewis;Hard Rock
Pink Cream 69;Hard Rock
Poison;Hard Rock
Pretty Boy Floyd;Hard Rock
Prophet;Hard Rock
Psycho Motel;Hard Rock
Ratt;Hard Rock
Red Rider;Hard Rock
Rev Theory;Hard Rock
Richard Kendrick;Hard Rock
Richie Sambora;Hard Rock
Rick Derringer;Hard Rock
Riot;Hard Rock
Ript;Hard Rock
Robby Valentine;Hard Rock
Robin McAuley;Hard Rock
Robin Zander;Hard Rock
Rock Star Supernova;Hard Rock
Rock Sugar;Hard Rock
Rockstar Superstar Project;Hard Rock
Rollins Band;Hard Rock
Ronnie Montrose;Hard Rock
Roxx Gang;Hard Rock
Roxy Blue;Hard Rock
Rubber Biscuit;Hard Rock
Rush;Hard Rock
Russ Dwarf;Hard Rock
Saigon Kick;Hard Rock
Saints & Sinners;Hard Rock
Sammy Hagar;Hard Rock
Scary Kids Scaring Kids;Hard Rock
School Of Rock;Hard Rock
Scorpions;Hard Rock
Sebastian Bach;Hard Rock
Seventh Rize;Hard Rock
Shawn Coleman;Hard Rock
Shotgun Messiah;Hard Rock
Shy;Hard Rock
Shy England;Hard Rock
Silvertide;Hard Rock
Sin City All Stars;Hard Rock
SingSing;Hard Rock
Sixx A M;Hard Rock
Sixx A.M.;Hard Rock
Sixx:A.M.;Hard Rock
Skid Row;Hard Rock
Slash;Hard Rock
Slash's Snakepit;Hard Rock
Slaughter;Hard Rock
Slave Raider;Hard Rock
Sleeze Beez;Hard Rock
Smear Campaign;Hard Rock
Southgang;Hard Rock
Spike;Hard Rock
Spooks Illustrated;Hard Rock
Steel Panther;Hard Rock
Steelheart;Hard Rock
Stephen Pearcy;Hard Rock
Steve "Lips" Kudlow;Hard Rock
Steve Jones;Hard Rock
Steve Lukather;Hard Rock
Steve Morse;Hard Rock
Steve Plunkett;Hard Rock
Steve Whiteman;Hard Rock
Stevie Rachelle;Hard Rock
Stone Fury;Hard Rock
Stryper;Hard Rock
Sundogs;Hard Rock
Supersuckers;Hard Rock
Switchfoot;Hard Rock
T&N;Hard Rock
Talisman;Hard Rock
Ted Nugent;Hard Rock
Tenacious D;Hard Rock
Tesla;Hard Rock
The 69 Eyes;Hard Rock
The All-American Rejects;Hard Rock
The Batfish Boys;Hard Rock
The Cult;Hard Rock
The Demonstration;Hard Rock
The Jason Bonham Band;Hard Rock
The Law;Hard Rock
The Lone Rangers;Hard Rock
The Poor;Hard Rock
The Scream;Hard Rock
The Snakes;Hard Rock
The Storm;Hard Rock
The Sweet;Hard Rock
The Vandals;Hard Rock
The Vibrators;Hard Rock
Theory of a Deadman;Hard Rock
Thinking Aloud;Hard Rock
Thrice;Hard Rock
Thunder;Hard Rock
TNT;Hard Rock
Tom Keifer;Hard Rock
Tommy Aldridge;Hard Rock
Tommy Lee;Hard Rock
Tommy Shaw;Hard Rock
Tommy Shaw / Jack Blades;Hard Rock
Tony Janflone Jr;Hard Rock
Tooga;Hard Rock
Tora Tora;Hard Rock
Tramp's White Lion;Hard Rock
Triumph;Hard Rock
Trixter;Hard Rock
Tuff;Hard Rock
Twisted Sister;Hard Rock
UFO;Hard Rock
Ugly Kid Joe;Hard Rock
Ummagumma;Hard Rock
Union;Hard Rock
Utada Hikaru;Hard Rock
Vagabond;Hard Rock
Valentine;Hard Rock
Van Halen;Hard Rock
Vayden;Hard Rock
Velocity;Hard Rock
Velvet Revolver;Hard Rock
Victory;Hard Rock
Vince Neil;Hard Rock
Vinnie Vincent;Hard Rock
Vinnie Vincent Invasion;Hard Rock
Vixen;Hard Rock
Von Groove;Hard Rock
W.A.S.P.;Hard Rock
Warrant;Hard Rock
Warrior Soul;Hard Rock
White Lion;Hard Rock
Whitesnake;Hard Rock
Whitfield Crane;Hard Rock
Wild Side [Norwegian Band];Hard Rock
Wildside;Hard Rock
Winger;Hard Rock
Winter Rose;Hard Rock
XYZ;Hard Rock
Y&T (Yesterday & Today);Hard Rock
Young Gunns (Wildside);Hard Rock
Murderdolls;Horror Punk
The Misfits;Horror Punk
Alex Skolnick;Jazz Rock
Louis Armstrong And His Hot Seven;Jazz Rock
Lounge Cafe Moskva In The Mix;Lounge Rock
Elvis Presley;Oldies
Daniele Liverani;Progressive Metal
Adrian Belew;Progressive Rock
Aviator;Progressive Rock
Billy Sherwood;Progressive Rock
Bobby Kimball;Progressive Rock
Edgar Winter;Progressive Rock
Fair To Midland;Progressive Rock
Garry Green;Progressive Rock
Geaf Downes;Progressive Rock
Geddy Lee;Progressive Rock
Greg Lake;Progressive Rock
Ian Anderson;Progressive Rock
Jethro Tull;Progressive Rock
John Wetton;Progressive Rock
Larry Fast;Progressive Rock
Malcom McDowell;Progressive Rock
Peter Banks;Progressive Rock
Rick Wakeman;Progressive Rock
Steve Howe;Progressive Rock
Synergy;Progressive Rock
The American Breed;Psychedelic Rock
AFI;Punk Rock
Anti-Nowhere League;Punk Rock
Bad Religion;Punk Rock
Box Car Racer;Punk Rock
Buster Poindexter And His Banshees Of Blue;Punk Rock
Dayglo Abortions;Punk Rock
Discharge;Punk Rock
Donots;Punk Rock
Down By Law;Punk Rock
Face To Face;Punk Rock
Generation X;Punk Rock
Ghoti Hook;Punk Rock
Gob;Punk Rock
Good Charlotte;Punk Rock
Gus;Punk Rock
Hi-STANDARD;Punk Rock
Home Grown;Punk Rock
Less Than Jake;Punk Rock
Me First And The Gimme Gimmes;Punk Rock
Me First And The Gimmie Gimmies;Punk Rock
Millencolin;Punk Rock
MxPx;Punk Rock
No Use For A Name;Punk Rock
NOFX;Punk Rock
Pennywise;Punk Rock
Phantom Rockers;Punk Rock
Ramones;Punk Rock
Rise Against;Punk Rock
Sex Pistols;Punk Rock
Sleater-Kinney;Punk Rock
Snuff;Punk Rock
Social Distortion;Punk Rock
Spazzys;Punk Rock
Strawberry Slaughterhouse;Punk Rock
Sum 41;Punk Rock
Swindle;Punk Rock
Ten Foot Pole;Punk Rock
Than Jake;Punk Rock
The Alley Cats;Punk Rock
The Ataris;Punk Rock
The Bouncing Souls;Punk Rock
The Clash;Punk Rock
The Donnas;Punk Rock
The Get Up Kids;Punk Rock
The Living End;Punk Rock
The Sequence;Punk Rock
The Twistin' Tarantulas;Punk Rock
Roy Orbison;Rockabilly
Stray Cats;Rockabilly
Hayseed Dixie;Rockgrass
Alan Hovhaness;Science: [Music]
Antonio Vivaldi;Science: [Music]
Galt MacDermot;Science: [Music]
Gottfried Finger;Science: [Music]
Gustav Holst;Science: [Music]
Igor Stravinsky;Science: [Music]
Johann Pachelbel;Science: [Music]
Nikolai Rimsky-Korsakov;Science: [Music]
John Boswell;Science: [Music]
Symphony of Science;Science: [Music]
Attaboy Skip;Ska
Catch 22;Ska
Heptet;Ska
Reel Big Fish;Ska
Ruder Than You;Ska
Save Ferris;Ska
SkaDaddyZ;Ska
Skavoovie & The Epitones;Ska
The Arrogant Sons Of Bitches;Ska
The Mighty Mighty Bosstones;Ska
Air Supply;Soft Rock
Billy Joel;Soft Rock
Bryan Adams;Soft Rock
Joe Harnell;Soft Rock
Kenny Loggins;Soft Rock
Michael Bublé;Soft Rock
Michael McDonald;Soft Rock
Neil Diamond;Soft Rock
Richard Marx;Soft Rock
Sting;Soft Rock
The Carpenters;Soft Rock
Wilson Pickett;Soft Rock
Yes;Soft Rock
Jesse James Dupree;Southern Rock
John Mellencamp;Southern Rock
Laidlaw;Southern Rock
Little Feat;Southern Rock
Moon Dog Mane;Southern Rock
Pride & Glory [Limited Edition];Southern Rock
The Allman Brothers Band;Southern Rock
The Black Crowes;Southern Rock
Failure;Space Rock
Nik Turner;Space Rock
The Beach Boys;Surf Rock
NASA Voyager Recordings;NASA [Music]
Vangelis;New Age
Carl Sagan;Science
Isao Tomita;Science
Nasa;Space Sounds
John F. Kennedy;Spoken & Audio
Anjey Satori;Meditative
Dobie Gray;Northern Soul
Apollo 440;Dance
The Immortals;Dance
Tiësto;Dance
Utah Saints;Dance
Warp Brothers;Dance
